Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Denmark,DNK,,,,,,,,,92.84042358,93.39491272,97.30761719,100.6570435,101.3561172,102.4738007,102.9631424,104.5470581,108.6916885,111.1416092,111.4444427,110.7747574,110.8470306,110.9241333,112.3315201,114.231041,117.2903824,122.2617188,124.3577576,,127.5897903,129.2666016,129.7338409,133.2923584,128.3557434,128.0957947,124.2525177,124.212532,120.0082779,119.7693176,118.8939896,118.3093033,119.5379562,122.8757324,125.3301315,133.1420898,134.7441254,136.1638031,132.7937622,130.848114,129.8619232,128.9059143,129.8516846,131.3647614,129.6841888,
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3549881,62.33377075,65.45462799,,74.30928802,,74.46189117,76.90292358,,87.40220642,85.55322266,85.73625946,82.61351013,82.1754837,82.41104889,83.51203918,84.16165161,83.83231354,83.70062256,83.26634216,83.25450134,85.32440948,83.41565704,79.24217987,80.1246109,76.2745285
Algeria,DZA,,7.195119858,7.798560143,9.123970032,10.04008961,11.17687988,13.21103954,15.97150993,19.42024994,22.04339981,24.06866074,26.01753998,28.90563965,,35.08869171,38.08715057,42.28564835,44.28641129,45.61753082,52.52381897,53.14986038,53.0739212,53.77782822,54.55730057,56.21012115,56.33538055,56.50801086,57.94105148,,65.93950653,66.87239838,71.65625763,75.57608795,79.39983368,83.91586304,86.40373993,88.08473969,77.09458923,82.53524017,98.05190277,103.4374924,105.8628235,,,,,,,,,,,107.6642532,104.7842789
East Asia & Pacific (excluding high income),EAP,,,,,,39.46112823,40.72394943,42.34098053,41.99599838,38.7120285,34.0152092,31.24562073,28.7627697,27.9194603,27.97742081,29.50420952,30.51959991,33.23918915,34.84130859,35.84223175,36.09872055,38.00873184,40.51602936,42.43619156,44.13053131,46.44670868,49.62485886,52.04497147,54.32986832,56.28915024,57.55450821,59.83678055,61.04787827,62.72275925,65.80227661,68.24088287,71.61476135,75.5739975,78.58493805,83.29110718,84.60843658,86.08141327,86.96878815,87.92115021,87.51789856,87.63404083,87.00990295,87.09052277,87.79223633,89.24107361,89.9342804,90.42893219,90.99952698,91.60276794
Early-demographic dividend,EAR,17.42218971,17.64554977,18.29657936,18.95212936,19.59037018,20.64122009,21.38026047,22.02112007,22.81669998,23.68885994,24.66727066,25.59514999,26.74819946,29.02289963,29.52395058,30.66485977,31.92855072,32.62501907,33.21287155,33.79275131,35.06549835,36.44676971,37.72468185,39.13476181,40.41511917,41.29922104,42.11368942,43.45941162,44.16928101,44.73843002,46.1754303,48.25296021,49.77639008,52.19028854,53.26161957,54.5739212,56.05366135,58.19416046,59.96754837,61.03522873,63.42311096,65.97531128,67.35408783,68.91699982,72.18643188,72.82302856,74.06700897,73.55399323,74.69098663,75.09253693,75.81118011,76.59269714,77.57556152,76.92662811
East Asia & Pacific,EAS,,,37.8373909,42.30743027,44.24705887,44.52006912,45.27610016,46.23757172,45.58744812,42.64947891,38.30995178,35.9277916,33.80213165,33.11357117,33.34109116,34.83638,35.95761108,38.66931152,40.23823166,41.34355927,41.71340942,43.58800125,45.9047699,47.67147827,49.29817963,51.3925705,54.33866882,56.40766907,58.34741974,60.01094055,61.15121841,63.17372894,64.17297363,65.62497711,68.48426056,70.81214142,74.00508118,77.76260376,80.61981964,85.08750153,86.32521057,87.70326996,88.57521057,89.43016052,89.07462311,89.19046021,88.55010986,88.61988831,89.13259125,90.54968262,91.1145401,91.545578,92.04257965,92.59043121
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,79.13040924,78.12203217,78.87796783,78.85536957,79.10201263,79.57853699,80.07334137,80.4447937,80.26953125,79.66182709,79.03385162,78.56419373,78.0059433,77.29959106,76.85665131,77.41824341,76.89427948,77.05568695,79.53601074,79.91808319,81.79656219,85.04885864,87.0664978,88.79113007,88.50325012,86.4710083,88.8349762,90.26261902,90.23040771,87.86138916,89.25390625,89.98169708,90.39997101,97.07131195,98.67384338,98.67062378,99.11717987,100.0726166,100.3577194,99.89408875,98.12467194,97.91986847,98.65535736,98.50610352
Europe & Central Asia,ECS,80.34078217,80.47466278,81.36367798,82.86637878,84.10246277,85.02752686,85.58254242,86.07694244,86.28170776,86.56793213,86.74839783,86.98309326,87.24304199,87.72142029,87.93572998,88.4879303,89.60308075,90.19757843,90.36869812,90.16088104,90.22193146,90.11734772,90.19538116,91.49459076,92.29212952,92.71631622,92.79319763,92.45807648,92.37068176,92.85726929,93.87367249,95.69306946,96.90868378,97.46942902,95.39103699,95.15628815,95.75292969,96.25228119,96.93482208,96.79734039,98.42256165,98.63436127,98.35942078,104.2989502,104.661232,104.4291382,104.2551804,104.8039932,104.798233,104.4628983,103.0192719,102.8665924,103.063591,102.8266373
Ecuador,ECU,,22.94502068,24.77334023,27.15055084,29.89291954,33.06188965,36.52983093,39.30715179,41.39081955,45.49295044,47.16009903,50.59949875,52.95994949,55.82625961,53.09944916,56.43292999,56.93980026,57.39685059,58.1155014,,,,,55.7268219,,,53.22774887,,55.39801025,56.50920105,56.55070114,56.95476913,57.5130806,57.35643005,57.50793839,60.19829941,62.41899109,63.82030106,,88.06681824,93.41680908,97.65522003,100.7984238,102.6651535,104.5733566,102.6325531,101.0443878,98.70471191,97.39438629,96.12709808,96.04920959,96.44477081,96.1322403,94.6811676
"Egypt, Arab Rep.",EGY,,20.47001076,21.87990952,23.20619011,24.48286057,26.3694706,29.12755966,32.04320145,33.67633057,35.19919968,36.13875961,37.76390839,39.64831924,41.50915909,43.30202103,45.20932007,47.92975998,50.12586975,50.79624939,50.59273148,61.55234146,62.85560989,60.03963089,60.89582825,65.14315033,64.69698334,62.7003212,66.54112244,,74.22673798,76.48977661,78.49025726,,78.14099884,77.56568909,,,,,63.87913132,64.68676758,73.41403198,74.15393066,75.16773987,75.52037811,,77.62991333,78.24973297,78.9118576,80.1625824,81.89170074,84.02040863,,
Euro area,EMU,75.33313751,75.28736877,76.51759338,78.82444763,80.44389343,81.93800354,83.0983429,84.2921524,85.00527954,85.62306213,86.51416779,87.09298706,87.08106995,88.28999329,88.76583099,89.8097229,92.12081146,93.21678925,93.74215698,94.52097321,95.08988953,96.85903931,98.85619354,102.1796265,105.3411789,106.1634903,106.8320694,106.2897568,103.2649536,103.7648392,103.6819382,104.8622589,105.1745529,105.3544998,104.4195633,106.1036224,106.487793,106.6223907,107.2243271,106.9995117,108.4885712,109.0953979,107.9071121,108.6916122,107.9860229,107.7534866,107.1860809,107.2539063,107.5673599,107.4026184,108.1947021,108.3208084,108.5598831,108.5682297
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,20.7036705,20.0058403,21.27475929,22.11461067,24.07258987,,29.27112007,33.4939003,34.73078156,33.95817947,34.89601898,32.2430191,36.36069107,37.90512848,39.34698105,40.43273163,40.75313187,42.11291885,42.93896866,43.73376083,42.55247116,42.37556076,39.33707809,,39.20006943,40.41962051,40.4022276,,,37.26728058,
Spain,ESP,,50.58406067,48.09846115,55.54425812,58.90502167,65.22554016,70.56121063,74.57527924,76.633461,80.30522156,86.26261139,87.28682709,87.78977203,93.52661133,91.28102875,94.11238861,102.8412476,105.2911606,107.3590469,108.2439575,104.8432083,107.8689728,110.7835312,115.8815994,119.0802917,121.3756332,126.1420517,120.9095612,111.8736725,113.8542633,116.8671722,118.565773,119.0349884,117.7013931,118.7780838,121.2735825,121.0054092,121.4236832,120.799942,120.1361465,124.0764771,127.101059,128.535965,127.3604431,125.8475494,124.9461823,123.8119125,121.6958466,120.827652,120.4506683,119.3227081,121.4949722,121.7202911,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,104.2641373,100.2313385,105.3727875,108.1780701,96.98223114,,94.98812866,93.8743515,98.15338135,98.54682159,101.2182236,101.9253769,103.80896,106.1023407,106.2385788,107.0767517,107.321167,108.6234512,110.6684189,111.4140396,111.9092865,109.7928009,107.7612534,108.5225525,112.3354492,114.6328812,114.2723312,114.59021,115.0867462,115.2175903,114.7881012,
Ethiopia,ETH,,1.947970033,2.144119978,,2.794280052,,,,,,,,,,8.275309563,,,,,,,11.92327023,10.86236,9.893830299,9.421770096,9.252249718,9.481889725,,,10.58502007,11.4135704,13.61091995,14.55412006,14.15262032,15.58969975,17.84445953,21.41798973,24.70454025,26.99823952,28.47978973,30.83106995,33.32872009,35.51102829,,,34.32812755,,,,,,,,
European Union,EUU,76.15518951,76.08818054,77.08123016,79.37792969,80.8085022,82.32850647,83.33512878,84.55673218,85.29514313,85.93823242,86.77674103,87.52536011,87.67513275,88.61100769,89.00521851,89.96582031,91.92996216,93.08674622,93.63690948,93.91854858,94.32865143,94.86791229,95.74447632,99.07023621,101.7081604,102.5727005,103.4225006,103.2088165,101.1759186,101.5363464,101.8470001,103.1500931,103.7082291,104.0164566,101.8103027,103.165329,103.8020172,103.7972336,104.9807129,105.3846512,106.6562195,107.1690598,106.1383972,108.6500397,107.9813919,107.7110291,107.0098114,107.1654892,107.3840637,107.0773087,108.0334396,107.9611588,107.8487167,107.8807983
Fragile and conflict affected situations,FCS,22.16192055,22.01543999,22.25993919,22.62960052,22.73819923,22.78062057,22.75458908,22.75103951,22.95813942,23.34440994,23.6182003,24.48468018,25.75066948,25.94956017,25.95713997,27.15365028,28.09480095,28.57106018,28.52733994,28.25458908,27.58177948,27.67830086,27.47163963,27.20434952,27.14764977,27.80882072,27.90122032,28.06937981,28.39499092,28.52408028,29.14415932,29.89670944,30.51942062,31.99403954,32.9429512,33.39204025,34.1554718,34.21944046,36.14315033,37.76863861,39.5780983,40.54122162,42.01665115,43.72159958,41.80812836,42.46997833,41.87517166,42.52618027,43.0424118,43.45664978,44.04045868,44.42734146,44.34003067,
Finland,FIN,,105.3962097,109.9957733,111.5095978,113.2021332,,95.64026642,98.19471741,99.45510864,102.260643,103.8905487,105.0911102,106.1261063,107.8189316,113.4879913,115.4769821,116.9760818,118.3663788,119.8783417,120.1956635,122.7931671,124.4211884,128.6569061,123.6201782,125.39534,124.3614273,127.027832,126.8811111,124.0582581,126.5232391,131.1811829,134.6630554,136.1790009,138.7435913,113.4236832,113.8306274,112.6103821,111.4858627,110.8814468,110.3530197,111.1967163,111.7331924,112.4737625,152.2135468,154.4115753,157.9903107,159.6916351,161.3395538,161.8475952,151.4230957,149.881485,150.9881134,153.2410736,
Fiji,FJI,48.63132858,,57.30459976,59.98841095,63.79885864,66.32350922,69.2740097,71.06822205,72.57292175,,71.57375336,69.91326141,,70.01992798,68.98522186,67.25935364,69.21517181,71.51629639,,,,71.04530334,76.89898682,,,,,,77.84967804,78.72943115,77.81053162,76.34616852,78.1007309,79.52983093,82.10392761,,82.55625153,82.92503357,81.57038879,82.66589355,,87.11035156,86.11762238,,90.21024967,90.04972455,91.18275707,,93.19927659,93.91587025,92.97538757,93.89074771,95.02648768,97.66115618
France,FRA,,77.4055481,81.2348938,84.33236694,86.59671783,87.53038025,,87.28794098,87.31284332,87.97657013,89.05193329,92.42373657,90.0424881,90.8809433,,92.84796143,93.75892639,94.94875336,96.39862061,98.12796783,100.5456009,104.4594269,107.0535583,106.064621,110.7107315,110.4993973,110.1814575,110.1185226,110.1047516,110.6439514,105.5658569,104.6554108,103.3805389,103.2312698,102.5028229,106.99189,106.9261398,106.7902908,106.6188202,106.4543762,106.9646301,107.0882797,106.1175308,104.9960175,104.2235565,103.9410934,103.7419586,104.1591873,104.0711288,104.1704178,104.6579971,104.6481628,104.5476303,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,128.249115,138.633255,142.3306122,,142.5660248,138.1434937,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78697968,89.09500122,,,,,,,,,,,,,,,,,,
Gabon,GAB,,7.533360004,8.738510132,11.08355999,13.53409004,,17.99226952,19.07798958,21.2765007,20.53713989,21.12318993,22.92032051,22.43810081,23.75354958,25.87548065,27.81315041,30.58622932,29.88348961,31.96286011,32.83140945,,,,,34.4472084,35.10240936,43.18524933,42.98130035,,41.20077133,,,,,,,,,,,,,,,,,,,,69.5689497,,74.19882377,,
United Kingdom,GBR,,73.80606079,74.7612915,75.5984726,80.44651031,81.24111176,82.08502197,82.87232208,82.89775085,83.31855774,83.26029968,83.82270813,84.70819855,85.57904816,85.60727692,85.59285736,86.31584167,85.81524658,85.8438797,86.68177032,88.27697754,90.89646912,93.2786026,100.1072693,101.109169,101.1586838,99.93018341,98.18314362,98.26677704,101.1227188,101.9464798,101.883728,103.4481201,103.6519928,105.8418427,106.5563126,99.36444092,98.54827118,99.53283691,101.1066513,103.6916504,94.7179718,92.72573853,128.9657898,131.3792877,128.1038208,,127.8987732,122.1301117,119.0400772,116.5971375,115.8132019,115.0818634,
Georgia,GEO,,,,,,,,,,,,93.29070282,,,,,99.43338776,,,,,94.24693298,88.60894775,78.6553421,78.18462372,75.04045868,78.19212341,78.82022858,,80.18003082,81.52171326,84.11823273,86.01261139,88.52474213,86.01080322,88.93269348,93.62375641,,100.644722,,,,,104.6625519,104.5366364,105.3948288,106.1194992,107.5909119,109.9533081,109.9471436,106.3668671,104.3177414,101.6343994,102.0519028
Ghana,GHA,,30.6657505,,28.87577057,26.53120995,25.43889046,24.93791008,24.70874977,24.72003937,24.7556591,26.38293076,26.78034019,26.72941017,27.12434959,27.60839081,27.49679947,,30.00793076,30.71187019,27.36832047,27.3710804,,,,,26.56323051,,,,27.22289085,27.75303078,27.01400948,28.50725937,30.02722931,32.06322861,34.00468826,36.03094101,40.49676132,43.02214813,44.77389908,,52.32274963,53.59424525,64.66997738,60.25504119,64.58582465,65.29010949,64.7352066,66.48020172,69.74926758,72.57650757,74.78016663,76.9550705,
Gibraltar,GIB,,79.89324188,63.19385147,61.25402069,59.60213852,60.38167953,62.37699127,76.41220856,64.52345276,69.11196899,72.76390076,72.91159821,75.66007233,74.69387817,75.74751282,74.05857849,,,,,,,,,,,,,,92.98999023,103.2070007,112.0765762,,,,,,,110.7391891,108.9260788,,,,,,,138.6920929,141.1842041,,111.5177612,113.3825073,116.8305969,84.87332153,93.03405762
Guinea,GIN,,5.060070038,,,,,,,,,8.372489929,8.708729744,8.11013031,7.83122015,8.037659645,7.809840202,6.873700142,5.663969994,,5.238140106,4.918879986,5.125339985,,6.098909855,6.411419868,,7.165239811,,,7.404560089,,10.5404501,12.44762993,14.22766018,15.42292023,19.44845009,22.33584023,,24.5027504,,,28.75193977,29.4403233,29.75506839,30.94802094,28.32951463,29.06106467,,30.61020692,31.86879036,31.49174566,30.96046374,,
"Gambia, The",GMB,,3.354180098,,3.618779898,4.212689877,4.409900188,4.611209869,5.62680006,6.232540131,5.83701992,6.084549904,6.385690212,,7.845540047,8.7666502,9.178310394,8.701230049,8.574139595,8.091099739,8.182920456,9.201519966,9.738869667,10.42790031,12.05397987,12.50782013,14.20522976,15.10877991,,,,,,,,,,,,46.60668945,48.45748901,47.52291107,,,,,,,,,,,110.3445985,,
Guinea-Bissau,GNB,,4.494450092,3.78482008,,,,1.662930012,1.876440048,1.733800054,1.756610036,1.783900023,2.312410116,2.688719988,3.975830078,4.164380074,4.413740158,,3.270119905,2.72062993,3.736099958,,,,,,,,,,,12.31540966,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,,6.552130222,,,,,3.597949982,,,,,,,,,,,,,,,,,15.43838024,15.92156982,,,,,12.31375027,13.58218002,,14.03732014,,,15.91574955,,,,,,,,,,,,,,,,,,
Greece,GRC,,56.34566116,61.21446991,63.83372879,66.67359924,68.55444336,71.78659821,73.3704834,74.9866333,75.13220215,76.76680756,78.19254303,82.05072021,80.34371948,84.2612381,85.72918701,87.03199768,89.33912659,89.68077087,91.18860626,91.81738281,92.66281128,94.30581665,92.00643158,90.50018311,92.56072998,93.18637085,93.42843628,94.23655701,94.74320984,98.85267639,103.3836975,99.01355743,94.57048035,92.25588989,95.03282928,94.90605927,92.76038361,,,104.3879013,103.3467484,103.8703766,105.1287079,100.4584885,99.85907745,100.7933197,101.8635101,102.07267,104.7805328,102.6244202,103.4547424,104.8636932,
Grenada,GRD,,25.61009026,36.90557098,,,,,81.22245026,82.7508316,82.35748291,81.72009277,82.89884186,85.54779053,82.5823822,90.87355804,89.20590973,89.05541992,90.83480835,88.0965271,91.90794373,93.12049103,101.380249,107.7601776,110.7322998,,,,,,,,,116.3877106,112.4632797,110.4526901,101.9769897,,113.2826309,109.4381638,106.0975571,116.2243729,,,103.2852936,103.3514709,100.9564133,103.7011795,,,,,,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,8.497079849,7.872739792,8.659649849,8.593529701,10.27972984,11.10367012,12.19806004,13.0095396,15.91938019,16.57155037,16.68181038,17.56632042,16.83349037,17.50312042,,,,,,,,,,23.3125,,,23.93190956,,24.25004005,24.98815918,29.20722961,31.27255058,33.82041931,,37.17924118,39.25711823,41.25582886,43.18745041,44.4093895,47.29138184,50.76070023,51.02233887,51.39228821,51.50011063,51.34397888,52.9041214,52.49890137,52.23759079,52.38550186,51.11891174,50.92008972,48.31602859,47.06969833,48.51317978
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,65.84723663,68.27481842,69.0743103,67.75601196,,69.81220245,,,,,,,,68.33833313,73.33361053,82.56072998,82.70767975,,,,,,,,,,,,83.43816376,,96.00964355,,,,85.77259827,,83.54071045,87.61903381,91.46366882,97.50405884,105.9717789,107.1615677,,,,,,,,88.63963318,88.6015625,,85.29177856
High income,HIC,74.52558136,74.37191772,75.45246124,77.37516022,79.35450745,81.07099915,82.60877228,84.33252716,85.76850891,85.50531769,88.87608337,89.5256424,90.30317688,90.90962982,91.49909973,91.39269257,92.75991821,93.51396179,93.65743256,93.71800995,93.89932251,94.47987366,94.89421082,96.18121338,97.41953278,97.89853668,98.31437683,98.45482635,98.00093842,98.25341034,98.65387726,99.31845856,99.7591095,99.98970795,98.57956696,98.95825958,98.37838745,98.36804962,98.9178772,99.83628845,100.7997818,101.2389984,101.1343765,104.0678635,104.3923721,104.5224228,104.3330765,104.6134796,104.4285583,104.5257721,103.7124023,104.2026978,103.9299698,103.9279404
"Hong Kong SAR, China",HKG,,29.82048035,31.63521004,33.98796082,36.99457169,41.10152817,44.99298096,47.75561905,52.19874954,57.89725876,61.54373169,64.78070831,67.7374115,70.76844788,72.58783722,73.7990036,73.69016266,73.63208771,73.40943909,,,,,,,,78.17080688,,,,,78.50875854,79.80236053,80.37693787,81.79055786,83.00646973,82.92672729,84.15927887,85.92687988,86.80641174,87.71302032,86.52899933,107.6460876,101.2281723,103.6226425,105.4605408,105.6608887,104.1381226,105.4323807,102.352417,97.71035004,97.57099915,100.5229797,
Honduras,HND,11.5869503,,,,,,,,,,29.84196091,,34.58501816,34.78759003,36.70626068,,,,,,,34.61429977,,,,,,,,,,,,,,,64.07019806,66.51851654,66.98867798,,73.32366943,72.62988281,70.85093689,67.80796814,53.3923111,54.78501129,54.89928055,54.48624039,,68.17862701,61.1269989,60.2852211,59.5571785,60.1137619
Heavily indebted poor countries (HIPC),HPC,8.14700985,8.17702961,8.41108036,8.609210014,8.748149872,9.060139656,9.382849693,9.851189613,10.29475021,10.76360035,11.48913956,12.1278801,12.76671982,13.17000008,13.44766998,13.56037998,13.70621014,13.97041035,14.40587997,14.28652,14.33918953,14.63409042,14.55381012,14.50961018,14.58763027,15.40132999,15.48159027,15.57598972,16.22698975,16.86553955,17.39710045,18.40480995,19.23055077,20.18918037,21.19189072,22.53849983,23.92754936,25.48209,27.38702965,29.05632019,30.94989014,32.60253143,33.96622849,35.20640182,35.89545822,36.42935944,36.88217163,37.36227036,37.92879105,38.31253052,38.7282486,39.03092957,38.99512863,39.10462189
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,80.22718811,82.24961853,79.22402954,79.74449921,80.81726074,82.61756897,84.75137329,,95.79225922,95.93843079,96.32254028,,100.7966995,100.7216873,100.7332001,100.7555008,100.7855988,102.2894592,101.1062775,101.0834122,103.1400299,103.976387,104.9077682,105.4865875,106.2827682,107.2531509,107.9402466,108.6698914,108.8768997,108.4960175,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,,71.35980988,69.94029236,71.29897308,71.44561768,73.53225708,75.59326935,77.10649872,79.00013733,81.22869873,82.3848877,83.9336319,85.45585632,85.75981903,85.61299133,86.41079712,86.89279175,86.47915649,86.90084839,86.82530975,86.372612,85.54210663,84.04714203,,92.69963074,94.98085785,97.42417145,99.6421814,94.0166626,95.12094116,96.53108215,98.69132996,99.99617767,101.8363571,95.52877808,96.9495697,97.42314148,97.6521225,97.6947937,99.21125793,101.266922,102.0062485,100.3451767,107.4466934,106.2164688,104.8798294,103.5838013,104.3329468,103.5158615,102.3858871,101.7242126,99.56378937,102.54245,
IBRD only,IBD,29.82393074,31.88409996,34.45597839,36.75365829,38.24716187,38.85155869,39.66154099,40.64371872,40.67652893,39.27835083,37.09764862,36.05199814,35.19701004,35.64754105,35.81180954,37.02952957,38.19699097,39.76369858,40.91928101,41.76200867,42.99626923,44.67197037,46.4237709,48.06164932,49.40736008,50.56861115,52.1853981,53.77864838,55.20550156,56.17504883,57.49428177,59.90882111,62.67686844,64.26589203,65.94838715,67.64322662,68.76805115,71.85762024,74.32659149,76.34146881,78.24487305,80.4330368,81.22601318,83.35372925,85.32981873,85.0421524,85.40431213,84.79081726,85.59644318,86.16542053,86.78791809,87.93528748,88.81665039,88.42629242
IDA & IBRD total,IBT,26.41552925,28.03953934,30.06535912,31.84553909,32.88743973,33.40605164,34.21495056,35.29914093,35.64088058,34.6585083,33.10404968,32.26837921,31.77477074,32.22612,32.41099167,33.50862122,34.58699036,35.90615082,36.75260162,37.28380966,38.10758972,39.50522995,40.91263962,42.1282196,43.17427826,44.24584961,45.52653885,46.83010101,48.0506897,48.91376877,50.0438385,51.93798828,54.16310883,55.53580856,56.77928925,58.02954865,58.96022034,61.11828995,63.04039001,64.61469269,66.20726776,67.78144836,68.58190155,70.2820282,71.40791321,71.36628723,71.5827179,71.15731049,71.92362213,72.35327148,72.78083801,73.39614868,73.80767059,73.35640717
IDA total,IDA,13.00255966,13.1951704,13.61058998,14.00407028,14.12596035,14.36454964,14.51428032,14.66407013,15.06346035,15.4953804,16.37144089,16.49971962,17.5965004,18.20664024,18.74471092,19.57136917,20.26670074,20.95960045,21.07671928,20.95033073,20.86586952,21.86521912,22.60893059,22.90992928,23.35066986,24.31917953,24.78428078,25.34461975,26.2439003,26.89162064,27.65159035,28.68642044,29.47822952,30.66496086,31.2276001,32.11312866,33.43622971,34.11204147,35.71147156,37.30561066,39.0647583,40.08861923,41.43038177,42.85155106,42.6806488,43.75225067,44.24105835,44.58102036,45.67898178,46.33219147,46.85240936,46.88856888,46.74496078,
IDA blend,IDB,14.0696497,14.38508034,14.95042038,15.71619034,16.14097977,16.76214981,17.02018929,17.27374077,17.82611084,18.18958092,18.76324081,19.83560944,21.05241966,21.24917984,21.81971931,24.39829063,25.90041924,26.58889961,26.15413094,25.62080002,25.62221909,26.80780983,27.52458,27.19079018,27.04818916,27.04974937,26.84948921,26.8217392,26.7033596,26.73406982,26.81164932,27.84172058,27.96040916,29.32378006,31.09547997,31.8157692,33.62443161,33.71466064,35.63774872,37.38000107,38.83388901,39.13743973,40.4091301,43.20718002,41.10425949,42.39654922,41.52790833,41.60737991,43.03271866,44.63227844,45.03083038,45.08036041,45.19594955,
Indonesia,IDN,12.60474968,13.78073025,13.60359001,13.98542023,14.73803997,16.53231049,17.20154953,17.78104019,19.04814911,,,22.96003914,24.98539925,28.89043999,29.16360092,,,,44.46847916,44.83396912,42.96688843,41.04785156,40.45059967,39.63998032,41.51334,44.44213867,47.28416824,,,54.37520981,55.85617065,56.94218063,58.75640106,62.0009613,64.51574707,63.03976822,66.68292236,74.24147034,72.00318909,76.42282104,77.98327637,80.32784271,83.02906799,82.23574025,84.54659593,89.01392055,89.9109928,92.54137217,94.42715074,96.83097515,98.40518529,99.59928705,99.37653844,98.61434512
IDA only,IDX,12.51428986,12.64552975,12.98690987,13.20322037,13.17813969,13.23153973,13.31770992,13.39968014,13.71376991,14.17175961,15.19091988,14.84786034,15.84710026,16.66617966,17.20174026,17.14764977,17.53788948,18.20099068,18.56241035,18.64640045,18.49694061,19.37388992,20.10008049,20.71248055,21.44132042,22.89500046,23.70059967,24.55971909,26.00111008,26.97554016,28.10222054,29.14183044,30.29640961,31.38018036,31.29777908,32.27210999,33.33605957,34.32294846,35.75048828,37.26631927,39.18618011,40.5871582,41.96403122,42.66590881,43.51047897,44.46417999,45.66416931,46.14112854,47.06943893,47.22797012,47.80854034,47.84130859,47.56531143,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,14.06142998,14.43756008,14.90190983,,15.92440987,16.14472008,16.6657505,17.10306931,,18.76828003,20.10281944,20.9718895,23.95064926,23.78018951,,25.92244911,25.76313019,26.23513031,26.79294968,,,,35.01639175,35.96569061,35.83119965,36.0812912,37.19097137,,35.79199982,37.46186066,39.86721039,41.73883057,46.00653839,47.60512161,50.51699829,51.71377182,54.76047897,58.49536133,58.96942902,62.63919067,66.36113739,67.94963837,69.72498322,75.19251251,74.74163818,76.02513123,74.17208862,75.36495209,75.31478882,76.55412103,78.45421406,80.45187053,78.75031373
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,76.32141876,77.6366272,82.72873688,85.65466309,89.7098999,92.0164566,92.90622711,93.49443817,93.50392151,94.43839264,95.52877808,98.74369812,100.3389435,101.1810303,101.4007111,101.475029,102.5064774,103.6357269,104.4061813,106.0061569,106.4998474,107.2104797,112.2592697,113.7232895,115.2524872,117.0849609,120.3220978,108.3363266,108.3124237,109.5493622,109.8085709,111.2924576,112.4723282,113.6817627,114.5626526,113.7627563,115.0100021,114.9886398,118.5281372,121.6574707,118.0788879,119.3813324,,118.2979279,118.6520386,118.6133804,124.2928772,165.3072815,144.5214844,141.9746399,141.5817108,139.450531,
"Iran, Islamic Rep.",IRN,,18.32892036,24.55522919,26.52573967,28.64657974,31.88879967,34.44041061,36.77677155,,,,,,,,37.05144882,,,41.82289886,,47.79880905,49.6434288,52.33359146,56.97864151,61.68584061,64.6265564,,70.04882813,,74.37998199,75.55753326,75.48632813,76.16829681,75.78125763,76.14865875,75.44023895,76.78900146,77.90316772,79.92893219,81.70742035,81.58946991,85.52268219,88.80358887,88.04881287,88.82385254,85.41030121,83.58009338,83.0319519,,,86.16616058,,,
Iraq,IRQ,,15.57454967,16.34230042,18.48076057,20.06887054,21.75547028,21.83852005,23.46814919,26.17044067,28.65275002,31.36207008,33.85591888,35.84590912,34.73283005,33.67475128,35.08324051,35.94955826,35.48310089,35.22359848,35.0856514,,,,32.82838058,,,29.88149071,,,26.19672966,27.81855965,27.4438591,,33.40320969,35.89933014,,,42.65031052,,,,,,,,,,,,,,,,
